k_s,sensitivity,cantera equation,cantera products,cantera reactants
583,-2.9421534237412187e-05,CF2O(48) + H(3) <=> CFO(50) + HF(38),"{'CFO(50)': 1.0, 'HF(38)': 1.0}","{'CF2O(48)': 1.0, 'H(3)': 1.0}"
143,-2.7474574065099393e-05,CHO2(157) + OH(5) <=> CO2(13) + H2O(7),"{'CO2(13)': 1.0, 'H2O(7)': 1.0}","{'CHO2(157)': 1.0, 'OH(5)': 1.0}"
53,-2.4583790381332453e-05,CH2F(45) + OH(5) <=> CHFO(46) + H2(6),"{'CHFO(46)': 1.0, 'H2(6)': 1.0}","{'CH2F(45)': 1.0, 'OH(5)': 1.0}"
352,-2.2844981540164823e-05,CFO2(178) + H(3) <=> CO2(13) + HF(38),"{'CO2(13)': 1.0, 'HF(38)': 1.0}","{'CFO2(178)': 1.0, 'H(3)': 1.0}"
115,2.1522367808331723e-05,CFO(50) + CH2O(19) <=> CHFO(46) + HCO(14),"{'CHFO(46)': 1.0, 'HCO(14)': 1.0}","{'CFO(50)': 1.0, 'CH2O(19)': 1.0}"
80,-2.0846487945343564e-05,CHFO(46) + H(3) <=> HCO(14) + HF(38),"{'HCO(14)': 1.0, 'HF(38)': 1.0}","{'CHFO(46)': 1.0, 'H(3)': 1.0}"
751,1.891725520403398e-05,CFO3(398) + HO2(10) <=> CHFO3(641) + O2(2),"{'CHFO3(641)': 1.0, 'O2(2)': 1.0}","{'CFO3(398)': 1.0, 'HO2(10)': 1.0}"
917,-1.861708017404569e-05,OH(5) + [O]F(257) <=> HF(38) + O2(149),"{'HF(38)': 1.0, 'O2(149)': 1.0}","{'OH(5)': 1.0, '[O]F(257)': 1.0}"
470,1.7511496339881246e-05,CH2O2(153) + O(4) <=> CHO2(157) + OH(5),"{'CHO2(157)': 1.0, 'OH(5)': 1.0}","{'CH2O2(153)': 1.0, 'O(4)': 1.0}"
307,-1.522281808687036e-05,CHO2(154) + H(3) <=> HCO(14) + OH(5),"{'HCO(14)': 1.0, 'OH(5)': 1.0}","{'CHO2(154)': 1.0, 'H(3)': 1.0}"
925,-1.3469169038538767e-05,HCO(14) + [O]F(257) <=> CO(12) + OF(231),"{'CO(12)': 1.0, 'OF(231)': 1.0}","{'HCO(14)': 1.0, '[O]F(257)': 1.0}"
257,1.2640344520320854e-05,CO2(13) + O(4) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}","{'CO2(13)': 1.0, 'O(4)': 1.0}"
12,-1.2576565037749257e-05,CH2F(45) + H(3) <=> CH3F(1),{'CH3F(1)': 1.0},"{'CH2F(45)': 1.0, 'H(3)': 1.0}"
433,1.23337227237863e-05,CFO(50) + [O][C]1OO1(659) <=> C2O4(206) + F(37),"{'C2O4(206)': 1.0, 'F(37)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
494,1.2149171725831604e-05,F(37) + O2(2) <=> [O]OF(145),{'[O]OF(145)': 1.0},"{'F(37)': 1.0, 'O2(2)': 1.0}"
791,1.210872996967163e-05,CH2O2(153) + O(4) <=> H(3) + O[C]1OO1(661),"{'H(3)': 1.0, 'O[C]1OO1(661)': 1.0}","{'CH2O2(153)': 1.0, 'O(4)': 1.0}"
45,1.1877367238171577e-05,CO(12) + O2(2) <=> CO2(13) + O(4),"{'CO2(13)': 1.0, 'O(4)': 1.0}","{'CO(12)': 1.0, 'O2(2)': 1.0}"
1375,-1.1757088912871953e-05,CHFO(46) + H(3) <=> O[CH]F(224),{'O[CH]F(224)': 1.0},"{'CHFO(46)': 1.0, 'H(3)': 1.0}"
881,-1.1736562742238866e-05,O(4) + [O][C]1OO1(659) <=> [O]O[C]1OO1(684),{'[O]O[C]1OO1(684)': 1.0},"{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}"
29,-1.1139092962468994e-05,CH2F(45) + HO2(10) <=> CH3F(1) + O2(2),"{'CH3F(1)': 1.0, 'O2(2)': 1.0}","{'CH2F(45)': 1.0, 'HO2(10)': 1.0}"
77,1.0740778457107727e-05,CH2O(19) + O2(2) <=> HCO(14) + HO2(10),"{'HCO(14)': 1.0, 'HO2(10)': 1.0}","{'CH2O(19)': 1.0, 'O2(2)': 1.0}"
119,-9.28885272691931e-06,F(37) + HO2(10) <=> HF(38) + O2(2),"{'HF(38)': 1.0, 'O2(2)': 1.0}","{'F(37)': 1.0, 'HO2(10)': 1.0}"
16,-8.920178258510828e-06,CH2F(45) + CHO2(154) <=> CH3F(1) + CO2(13),"{'CH3F(1)': 1.0, 'CO2(13)': 1.0}","{'CH2F(45)': 1.0, 'CHO2(154)': 1.0}"
301,-8.180307521531241e-06,CH2(T)(17) + O2(2) <=> HCO(14) + OH(5),"{'HCO(14)': 1.0, 'OH(5)': 1.0}","{'CH2(T)(17)': 1.0, 'O2(2)': 1.0}"
127,-8.12102723982176e-06,F(37) + HCO(14) <=> CO(12) + HF(38),"{'CO(12)': 1.0, 'HF(38)': 1.0}","{'F(37)': 1.0, 'HCO(14)': 1.0}"
1939,-7.86011215402808e-06,CH3O(26) (+M) <=> CH2O(19) + H(3) (+M),"{'CH2O(19)': 1.0, 'H(3)': 1.0}",{'CH3O(26)': 1.0}
117,-7.306324851133017e-06,F(37) + H(3) + M <=> HF(38) + M,{'HF(38)': 1.0},"{'F(37)': 1.0, 'H(3)': 1.0}"
935,-7.169881786077867e-06,CH2F(45) + OF(231) <=> CH3F(1) + [O]F(257),"{'CH3F(1)': 1.0, '[O]F(257)': 1.0}","{'CH2F(45)': 1.0, 'OF(231)': 1.0}"
1725,-6.535610920551725e-06,CH2OH(33) + H(3) <=> CH2O(19) + H2(6),"{'CH2O(19)': 1.0, 'H2(6)': 1.0}","{'CH2OH(33)': 1.0, 'H(3)': 1.0}"
766,-6.373828624211544e-06,CO2(13) + OF(231) <=> CFO3(398) + H(3),"{'CFO3(398)': 1.0, 'H(3)': 1.0}","{'CO2(13)': 1.0, 'OF(231)': 1.0}"
208,-6.232840616986315e-06,F(37) + H2O2(11) <=> HF(38) + HO2(10),"{'HF(38)': 1.0, 'HO2(10)': 1.0}","{'F(37)': 1.0, 'H2O2(11)': 1.0}"
869,-6.174215127129748e-06,O(4) + [O][C]1OO1(659) <=> CO2(13) + O2(2),"{'CO2(13)': 1.0, 'O2(2)': 1.0}","{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}"
406,-5.946751422292501e-06,CFO2(178) + O2(2) <=> CFO3(398) + O(4),"{'CFO3(398)': 1.0, 'O(4)': 1.0}","{'CFO2(178)': 1.0, 'O2(2)': 1.0}"
1941,-5.921956297645189e-06,CH3O(26) + H(3) <=> CH2O(19) + H2(6),"{'CH2O(19)': 1.0, 'H2(6)': 1.0}","{'CH3O(26)': 1.0, 'H(3)': 1.0}"
214,-5.7443809955888634e-06,CFOOH(127) <=> CO2(13) + HF(38),"{'CO2(13)': 1.0, 'HF(38)': 1.0}",{'CFOOH(127)': 1.0}
808,5.714643747672966e-06,CFO3(398) + HCO(14) <=> CHFO3(641) + CO(12),"{'CHFO3(641)': 1.0, 'CO(12)': 1.0}","{'CFO3(398)': 1.0, 'HCO(14)': 1.0}"
224,5.689453769335768e-06,CHO2(157) + F(37) <=> CFO(50) + OH(5),"{'CFO(50)': 1.0, 'OH(5)': 1.0}","{'CHO2(157)': 1.0, 'F(37)': 1.0}"
1246,-5.607732310359058e-06,CHO2(154) + OH(5) <=> CO2(13) + H2O(7),"{'CO2(13)': 1.0, 'H2O(7)': 1.0}","{'CHO2(154)': 1.0, 'OH(5)': 1.0}"
376,5.454925520287638e-06,CFOOH(127) + OH(5) <=> CFO2(178) + H2O(7),"{'CFO2(178)': 1.0, 'H2O(7)': 1.0}","{'CFOOH(127)': 1.0, 'OH(5)': 1.0}"
129,5.281384405245211e-06,CH2O(19) + F(37) <=> HCO(14) + HF(38),"{'HCO(14)': 1.0, 'HF(38)': 1.0}","{'CH2O(19)': 1.0, 'F(37)': 1.0}"
237,5.245265046149441e-06,HCO(14) + [O][C]1OO1(659) <=> CO(12) + O[C]1OO1(661),"{'CO(12)': 1.0, 'O[C]1OO1(661)': 1.0}","{'HCO(14)': 1.0, '[O][C]1OO1(659)': 1.0}"
2,-5.102328436998758e-06,CH2(T)(17) + O2(2) <=> [O]C[O](151),{'[O]C[O](151)': 1.0},"{'CH2(T)(17)': 1.0, 'O2(2)': 1.0}"
1726,-4.899389983508911e-06,CH2OH(33) + O(4) <=> CH2O(19) + OH(5),"{'CH2O(19)': 1.0, 'OH(5)': 1.0}","{'CH2OH(33)': 1.0, 'O(4)': 1.0}"
1076,4.829476503573437e-06,CFO(50) + HO2(10) <=> CO(12) + OOF(259),"{'CO(12)': 1.0, 'OOF(259)': 1.0}","{'CFO(50)': 1.0, 'HO2(10)': 1.0}"
42,-4.816891692645076e-06,[O]OCF(198) <=> CHFO(46) + OH(5),"{'CHFO(46)': 1.0, 'OH(5)': 1.0}",{'[O]OCF(198)': 1.0}
105,4.766044724823013e-06,CFO(50) + HO2(10) <=> CHFO(46) + O2(2),"{'CHFO(46)': 1.0, 'O2(2)': 1.0}","{'CFO(50)': 1.0, 'HO2(10)': 1.0}"
116,4.626707967267025e-06,CFO(50) + O2(2) <=> [O]C1(F)OO1(655),{'[O]C1(F)OO1(655)': 1.0},"{'CFO(50)': 1.0, 'O2(2)': 1.0}"
338,-4.434820755802601e-06,CFOOH(127) + CHFO(46) <=> CFO(50) + [O]OCF(198),"{'CFO(50)': 1.0, '[O]OCF(198)': 1.0}","{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0}"
578,-4.2959927249574576e-06,H(3) + [O]OF(145) <=> HF(38) + O2(149),"{'HF(38)': 1.0, 'O2(149)': 1.0}","{'H(3)': 1.0, '[O]OF(145)': 1.0}"
91,-4.23540029422384e-06,CH2O(19) + O(4) <=> CO2(13) + H2(6),"{'CO2(13)': 1.0, 'H2(6)': 1.0}","{'CH2O(19)': 1.0, 'O(4)': 1.0}"
296,4.133518211872849e-06,CH2O2(153) + OH(5) <=> CHO2(154) + H2O(7),"{'CHO2(154)': 1.0, 'H2O(7)': 1.0}","{'CH2O2(153)': 1.0, 'OH(5)': 1.0}"
767,-3.937985629979444e-06,CFO2(178) + OH(5) <=> CHFO3(641),{'CHFO3(641)': 1.0},"{'CFO2(178)': 1.0, 'OH(5)': 1.0}"
1541,-3.92296700516423e-06,OH(5) + [O][C]1OO1(659) <=> OO[C]1OO1(2198),{'OO[C]1OO1(2198)': 1.0},"{'OH(5)': 1.0, '[O][C]1OO1(659)': 1.0}"
1354,-3.893181552895904e-06,CHFO(46) + HO2(10) <=> O2(2) + O[CH]F(224),"{'O2(2)': 1.0, 'O[CH]F(224)': 1.0}","{'CHFO(46)': 1.0, 'HO2(10)': 1.0}"
1787,-3.589690762131111e-06,CHFO(46) + CO2(13) <=> CFO(50) + CHO2(154),"{'CFO(50)': 1.0, 'CHO2(154)': 1.0}","{'CHFO(46)': 1.0, 'CO2(13)': 1.0}"
390,3.5076903904131907e-06,CFO(50) + [O][C]1OO1(659) <=> C2FO4(990),{'C2FO4(990)': 1.0},"{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
1060,3.4375302675677716e-06,CHFO(46) + OH(5) <=> CH2O2(153) + F(37),"{'CH2O2(153)': 1.0, 'F(37)': 1.0}","{'CHFO(46)': 1.0, 'OH(5)': 1.0}"
749,-3.2493368921793808e-06,CHFO3(641) + H(3) <=> CFO3(398) + H2(6),"{'CFO3(398)': 1.0, 'H2(6)': 1.0}","{'CHFO3(641)': 1.0, 'H(3)': 1.0}"
385,3.1313757509256996e-06,CFO(50) + [O][C]1OO1(659) <=> CFO2(178) + CO2(13),"{'CFO2(178)': 1.0, 'CO2(13)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
148,-3.048978050938499e-06,CHO2(157) + O(4) <=> CO2(13) + OH(5),"{'CO2(13)': 1.0, 'OH(5)': 1.0}","{'CHO2(157)': 1.0, 'O(4)': 1.0}"
320,-2.7439032315354532e-06,HCO(14) + OH(5) <=> CH2O2(153),{'CH2O2(153)': 1.0},"{'HCO(14)': 1.0, 'OH(5)': 1.0}"
908,-2.736729740987238e-06,H(3) + [O]F(257) <=> HF(38) + O(4),"{'HF(38)': 1.0, 'O(4)': 1.0}","{'H(3)': 1.0, '[O]F(257)': 1.0}"
933,-2.7343687464526247e-06,OH(5) + [O]F(257) <=> F(37) + HO2(10),"{'F(37)': 1.0, 'HO2(10)': 1.0}","{'OH(5)': 1.0, '[O]F(257)': 1.0}"
482,-2.6694299669454636e-06,C2HO4(1601) + H(3) <=> C2H2O4(1836),{'C2H2O4(1836)': 1.0},"{'C2HO4(1601)': 1.0, 'H(3)': 1.0}"
1774,2.625978510366953e-06,CO(12) + O[C]1OO1(661) <=> HCO(14) + [O][C]1OO1(659),"{'HCO(14)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO(12)': 1.0, 'O[C]1OO1(661)': 1.0}"
979,-2.6054843519114887e-06,CO2(156) + OH(5) <=> H(3) + [O][C]1OO1(659),"{'H(3)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO2(156)': 1.0, 'OH(5)': 1.0}"
1759,-2.5593638302470243e-06,CH2(T)(17) + OH(5) <=> CH2OH(33),{'CH2OH(33)': 1.0},"{'CH2(T)(17)': 1.0, 'OH(5)': 1.0}"
1542,-2.230096019259642e-06,H(3) + [O]O[C]1OO1(684) <=> OO[C]1OO1(2198),{'OO[C]1OO1(2198)': 1.0},"{'H(3)': 1.0, '[O]O[C]1OO1(684)': 1.0}"
247,-2.2229138326201024e-06,OH(5) + O[C]1OO1(661) <=> CO3(658) + H2O(7),"{'CO3(658)': 1.0, 'H2O(7)': 1.0}","{'OH(5)': 1.0, 'O[C]1OO1(661)': 1.0}"
1727,-2.2060812508241435e-06,CH2OH(33) + OH(5) <=> CH2O(19) + H2O(7),"{'CH2O(19)': 1.0, 'H2O(7)': 1.0}","{'CH2OH(33)': 1.0, 'OH(5)': 1.0}"
370,-2.179710199856445e-06,CFO2(178) + H(3) <=> CFOOH(127),{'CFOOH(127)': 1.0},"{'CFO2(178)': 1.0, 'H(3)': 1.0}"
851,2.115473980548016e-06,CH2O2(153) + OH(5) <=> CH2O3(316) + H(3),"{'CH2O3(316)': 1.0, 'H(3)': 1.0}","{'CH2O2(153)': 1.0, 'OH(5)': 1.0}"
295,1.915618890216401e-06,CHO2(154) + H2(6) <=> CH2O2(153) + H(3),"{'CH2O2(153)': 1.0, 'H(3)': 1.0}","{'CHO2(154)': 1.0, 'H2(6)': 1.0}"
1347,-1.8392729893230455e-06,H(3) + O[CH]F(224) <=> CHFO(46) + H2(6),"{'CHFO(46)': 1.0, 'H2(6)': 1.0}","{'H(3)': 1.0, 'O[CH]F(224)': 1.0}"
1730,-1.8206019493587949e-06,CH2F(45) + OH(5) <=> CH2OH(33) + F(37),"{'CH2OH(33)': 1.0, 'F(37)': 1.0}","{'CH2F(45)': 1.0, 'OH(5)': 1.0}"
123,-1.7804737452433503e-06,CH2F(45) <=> CH2(T)(17) + F(37),"{'CH2(T)(17)': 1.0, 'F(37)': 1.0}",{'CH2F(45)': 1.0}
317,-1.712082605627261e-06,CHO2(154) + HCO(14) <=> CH2O2(153) + CO(12),"{'CH2O2(153)': 1.0, 'CO(12)': 1.0}","{'CHO2(154)': 1.0, 'HCO(14)': 1.0}"
1348,-1.7034401642659487e-06,O(4) + O[CH]F(224) <=> CHFO(46) + OH(5),"{'CHFO(46)': 1.0, 'OH(5)': 1.0}","{'O(4)': 1.0, 'O[CH]F(224)': 1.0}"
294,1.6859817185387631e-06,CH2O2(153) <=> CO2(13) + H2(6),"{'CO2(13)': 1.0, 'H2(6)': 1.0}",{'CH2O2(153)': 1.0}
1945,-1.5996561879726159e-06,CH2F(45) + CH3O(26) <=> CH2O(19) + CH3F(1),"{'CH2O(19)': 1.0, 'CH3F(1)': 1.0}","{'CH2F(45)': 1.0, 'CH3O(26)': 1.0}"
1634,-1.5878802269286972e-06,C2O4(206) + H(3) <=> C2O3(3471) + OH(5),"{'C2O3(3471)': 1.0, 'OH(5)': 1.0}","{'C2O4(206)': 1.0, 'H(3)': 1.0}"
1045,-1.574610073052523e-06,CO2(156) + O2(2) <=> O(4) + [O][C]1OO1(659),"{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO2(156)': 1.0, 'O2(2)': 1.0}"
1928,-1.4754627213543487e-06,CFOOH(127) + H(3) <=> O[C](O)F(765),{'O[C](O)F(765)': 1.0},"{'CFOOH(127)': 1.0, 'H(3)': 1.0}"
133,1.4473721995128068e-06,CO2(13) + OH(5) <=> O[C]1OO1(661),{'O[C]1OO1(661)': 1.0},"{'CO2(13)': 1.0, 'OH(5)': 1.0}"
207,1.386730429292557e-06,CFO(50) + H2O2(11) <=> CHFO(46) + HO2(10),"{'CHFO(46)': 1.0, 'HO2(10)': 1.0}","{'CFO(50)': 1.0, 'H2O2(11)': 1.0}"
332,1.3833370427718286e-06,CH2F(45) + CH2O2(153) <=> CH3F(1) + CHO2(157),"{'CH3F(1)': 1.0, 'CHO2(157)': 1.0}","{'CH2F(45)': 1.0, 'CH2O2(153)': 1.0}"
581,-1.3000658339065835e-06,OH(5) + [O][C]1OO1(659) <=> O(4) + O[C]1OO1(661),"{'O(4)': 1.0, 'O[C]1OO1(661)': 1.0}","{'OH(5)': 1.0, '[O][C]1OO1(659)': 1.0}"
1958,-1.2590039357948383e-06,CH3O(26) <=> CH2OH(33),{'CH2OH(33)': 1.0},{'CH3O(26)': 1.0}
464,1.2564031438249656e-06,C2O4(206) + H(3) <=> C2HO4(1601),{'C2HO4(1601)': 1.0},"{'C2O4(206)': 1.0, 'H(3)': 1.0}"
349,-1.2400333908720928e-06,CHO3(238) + H(3) <=> CO2(13) + H2O(7),"{'CO2(13)': 1.0, 'H2O(7)': 1.0}","{'CHO3(238)': 1.0, 'H(3)': 1.0}"
916,1.211315328263322e-06,F(37) + O(4) <=> [O]F(257),{'[O]F(257)': 1.0},"{'F(37)': 1.0, 'O(4)': 1.0}"
1949,-1.1753050932257952e-06,CH3O(26) + HO2(10) <=> CH2O(19) + H2O2(11),"{'CH2O(19)': 1.0, 'H2O2(11)': 1.0}","{'CH3O(26)': 1.0, 'HO2(10)': 1.0}"
878,-1.1501165975553893e-06,O(4) + [O]O[C]1OO1(684) <=> O2(2) + [O][C]1OO1(659),"{'O2(2)': 1.0, '[O][C]1OO1(659)': 1.0}","{'O(4)': 1.0, '[O]O[C]1OO1(684)': 1.0}"
1943,-1.0910358559218138e-06,CH3O(26) + OH(5) <=> CH2O(19) + H2O(7),"{'CH2O(19)': 1.0, 'H2O(7)': 1.0}","{'CH3O(26)': 1.0, 'OH(5)': 1.0}"
516,1.0572939708326763e-06,CFO(50) + CH2O2(153) <=> CHFO(46) + CHO2(157),"{'CHFO(46)': 1.0, 'CHO2(157)': 1.0}","{'CFO(50)': 1.0, 'CH2O2(153)': 1.0}"
928,1.0278760576307283e-06,OF(231) + OH(5) <=> H2O(7) + [O]F(257),"{'H2O(7)': 1.0, '[O]F(257)': 1.0}","{'OF(231)': 1.0, 'OH(5)': 1.0}"
5,1.0243435345120973e-06,[O]C[O](151) <=> CHO2(154) + H(3),"{'CHO2(154)': 1.0, 'H(3)': 1.0}",{'[O]C[O](151)': 1.0}
334,1.0023301708920003e-06,CO3(658) + O2(2) <=> O2(2) + [O][C]1OO1(659),"{'O2(2)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO3(658)': 1.0, 'O2(2)': 1.0}"
279,-9.156135874471829e-07,CH2O(19) + O(4) <=> CO(12) + H2O(7),"{'CO(12)': 1.0, 'H2O(7)': 1.0}","{'CH2O(19)': 1.0, 'O(4)': 1.0}"
678,8.746696886806727e-07,CHO2(154) + OH(5) <=> CH2O2(153) + O(4),"{'CH2O2(153)': 1.0, 'O(4)': 1.0}","{'CHO2(154)': 1.0, 'OH(5)': 1.0}"
641,-8.263526013047432e-07,CH2F(45) + OH(5) <=> CH2(T)(17) + OF(231),"{'CH2(T)(17)': 1.0, 'OF(231)': 1.0}","{'CH2F(45)': 1.0, 'OH(5)': 1.0}"
233,7.879640153790484e-07,F(37) + [O][C]1OO1(659) <=> [O]C1(F)OO1(655),{'[O]C1(F)OO1(655)': 1.0},"{'F(37)': 1.0, '[O][C]1OO1(659)': 1.0}"
637,-7.793075582844309e-07,CF2O(48) + H(3) <=> O[C](F)F(869),{'O[C](F)F(869)': 1.0},"{'CF2O(48)': 1.0, 'H(3)': 1.0}"
285,7.639149162090527e-07,CH2O2(153) + F(37) <=> CHO2(154) + HF(38),"{'CHO2(154)': 1.0, 'HF(38)': 1.0}","{'CH2O2(153)': 1.0, 'F(37)': 1.0}"
618,-7.55651210777089e-07,O2(2) + O[C](F)F(869) <=> CF2O(48) + HO2(10),"{'CF2O(48)': 1.0, 'HO2(10)': 1.0}","{'O2(2)': 1.0, 'O[C](F)F(869)': 1.0}"
1940,-7.494590397883771e-07,CH3O(26) + H(3) <=> CH2OH(33) + H(3),"{'CH2OH(33)': 1.0, 'H(3)': 1.0}","{'CH3O(26)': 1.0, 'H(3)': 1.0}"
1534,7.489650462400086e-07,CH2F(45) + OO[C]1OO1(2198) <=> CH3F(1) + [O]O[C]1OO1(684),"{'CH3F(1)': 1.0, '[O]O[C]1OO1(684)': 1.0}","{'CH2F(45)': 1.0, 'OO[C]1OO1(2198)': 1.0}"
914,-7.425276164316664e-07,O(4) + [O]F(257) <=> F(37) + O2(149),"{'F(37)': 1.0, 'O2(149)': 1.0}","{'O(4)': 1.0, '[O]F(257)': 1.0}"
248,-7.40123781262124e-07,O(4) + O[C]1OO1(661) <=> CO3(658) + OH(5),"{'CO3(658)': 1.0, 'OH(5)': 1.0}","{'O(4)': 1.0, 'O[C]1OO1(661)': 1.0}"
137,-7.380477106130356e-07,CH2F(45) + CHO2(157) <=> CH3F(1) + CO2(13),"{'CH3F(1)': 1.0, 'CO2(13)': 1.0}","{'CH2F(45)': 1.0, 'CHO2(157)': 1.0}"
319,-7.246687019270483e-07,CFO(50) + [O][C]1OO1(659) <=> CO(12) + [O]C1(F)OO1(655),"{'CO(12)': 1.0, '[O]C1(F)OO1(655)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
162,7.00179229905327e-07,[O]C1(F)OO1(655) <=> CFO3(398),{'CFO3(398)': 1.0},{'[O]C1(F)OO1(655)': 1.0}
2014,6.621173221799795e-07,CFO(50) + [O][C]1OO1(659) <=> CO(12) + FO[C]1OO1(660),"{'CO(12)': 1.0, 'FO[C]1OO1(660)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
378,6.555565009293614e-07,HCO(14) + OH(5) <=> CHO2(157) + H(3),"{'CHO2(157)': 1.0, 'H(3)': 1.0}","{'HCO(14)': 1.0, 'OH(5)': 1.0}"
486,-5.882900777347062e-07,H(3) + [O]OF(145) <=> HF(38) + O2(2),"{'HF(38)': 1.0, 'O2(2)': 1.0}","{'H(3)': 1.0, '[O]OF(145)': 1.0}"
86,-5.691093369318819e-07,[O]C[O](151) <=> CO2(13) + H2(6),"{'CO2(13)': 1.0, 'H2(6)': 1.0}",{'[O]C[O](151)': 1.0}
1068,5.654649346190311e-07,HCO(14) + O[C]1OO1(661) <=> CH2O(19) + CO3(658),"{'CH2O(19)': 1.0, 'CO3(658)': 1.0}","{'HCO(14)': 1.0, 'O[C]1OO1(661)': 1.0}"
330,-5.598142676082372e-07,CH2O2(153) + CHFO(46) <=> HCO(14) + [O]OCF(198),"{'HCO(14)': 1.0, '[O]OCF(198)': 1.0}","{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}"
1731,-5.51776813521268e-07,CH2F(45) + CH2OH(33) <=> CH2O(19) + CH3F(1),"{'CH2O(19)': 1.0, 'CH3F(1)': 1.0}","{'CH2F(45)': 1.0, 'CH2OH(33)': 1.0}"
1535,-5.20979773222753e-07,H(3) + OO[C]1OO1(2198) <=> H2(6) + [O]O[C]1OO1(684),"{'H2(6)': 1.0, '[O]O[C]1OO1(684)': 1.0}","{'H(3)': 1.0, 'OO[C]1OO1(2198)': 1.0}"
876,-5.105512148110511e-07,H(3) + [O]OF(145) <=> F(37) + HO2(10),"{'F(37)': 1.0, 'HO2(10)': 1.0}","{'H(3)': 1.0, '[O]OF(145)': 1.0}"
1734,5.050639555201144e-07,CH2OH(33) + HCO(14) <=> 2 CH2O(19),{'CH2O(19)': 2.0},"{'CH2OH(33)': 1.0, 'HCO(14)': 1.0}"
255,-5.021731139100997e-07,CO3(658) <=> CO2(13) + O(4),"{'CO2(13)': 1.0, 'O(4)': 1.0}",{'CO3(658)': 1.0}
142,-4.96085270735737e-07,CFO(50) + CHO2(157) <=> CHFO(46) + CO2(13),"{'CHFO(46)': 1.0, 'CO2(13)': 1.0}","{'CFO(50)': 1.0, 'CHO2(157)': 1.0}"
705,4.818479433882356e-07,CHFO(46) + H(3) <=> CH2O(19) + F(37),"{'CH2O(19)': 1.0, 'F(37)': 1.0}","{'CHFO(46)': 1.0, 'H(3)': 1.0}"
1910,-4.808224098071964e-07,O2(2) + O[C](O)F(765) <=> CFOOH(127) + HO2(10),"{'CFOOH(127)': 1.0, 'HO2(10)': 1.0}","{'O2(2)': 1.0, 'O[C](O)F(765)': 1.0}"
1352,-4.524086505631563e-07,OH(5) + O[CH]F(224) <=> CHFO(46) + H2O(7),"{'CHFO(46)': 1.0, 'H2O(7)': 1.0}","{'OH(5)': 1.0, 'O[CH]F(224)': 1.0}"
275,-4.046200478803937e-07,[O]C[O](151) <=> CO(12) + H2O(7),"{'CO(12)': 1.0, 'H2O(7)': 1.0}",{'[O]C[O](151)': 1.0}
1777,4.0271132988532587e-07,C2HO4(676) <=> HCO(14) + [O][C]1OO1(659),"{'HCO(14)': 1.0, '[O][C]1OO1(659)': 1.0}",{'C2HO4(676)': 1.0}
1345,-3.976444184206277e-07,CH2F(45) + O[CH]F(224) <=> CH3F(1) + CHFO(46),"{'CH3F(1)': 1.0, 'CHFO(46)': 1.0}","{'CH2F(45)': 1.0, 'O[CH]F(224)': 1.0}"
866,-3.942695970656832e-07,O(4) + [O][C]1OO1(659) <=> CO2(13) + O2(149),"{'CO2(13)': 1.0, 'O2(149)': 1.0}","{'O(4)': 1.0, '[O][C]1OO1(659)': 1.0}"
1748,3.913852649498506e-07,CH2O2(153) + H(3) <=> CH2OH(33) + O(4),"{'CH2OH(33)': 1.0, 'O(4)': 1.0}","{'CH2O2(153)': 1.0, 'H(3)': 1.0}"
83,-3.6314519246900415e-07,CHO2(154) + HCO(14) <=> CH2O(19) + CO2(13),"{'CH2O(19)': 1.0, 'CO2(13)': 1.0}","{'CHO2(154)': 1.0, 'HCO(14)': 1.0}"
209,-3.6269718453270256e-07,H(3) + HO2(10) <=> H2O2(11),{'H2O2(11)': 1.0},"{'H(3)': 1.0, 'HO2(10)': 1.0}"
882,-3.572040218697313e-07,[O]O[C]1OO1(684) <=> CO2(13) + O2(2),"{'CO2(13)': 1.0, 'O2(2)': 1.0}",{'[O]O[C]1OO1(684)': 1.0}
246,-3.567612057963078e-07,H(3) + O[C]1OO1(661) <=> CO3(658) + H2(6),"{'CO3(658)': 1.0, 'H2(6)': 1.0}","{'H(3)': 1.0, 'O[C]1OO1(661)': 1.0}"
515,-3.5359603784441314e-07,CHFO(46) + CHO2(154) <=> CFO(50) + CH2O2(153),"{'CFO(50)': 1.0, 'CH2O2(153)': 1.0}","{'CHFO(46)': 1.0, 'CHO2(154)': 1.0}"
1462,-3.5031842594744334e-07,CHO2(157) + O2(2) <=> CHO4(412),{'CHO4(412)': 1.0},"{'CHO2(157)': 1.0, 'O2(2)': 1.0}"
